기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액
(주)에프에스솔루션,신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",18,-
무브멘토,신입 · 경력 · 정규직,회사내규에 따름,서울 용산구 소월로44길 38,딥러닝,기타업종컴퓨터 프로그래밍 서비스업매출액,-,-
에이블제이(주),신입 · 경력 · 정규직,회사내규에 따름,"경기 성남시 분당구 대왕판교로645번길 12, R동 8층 12호 (삼평동,경기창조경제혁신센터)",딥러닝,"중소기업, 연구소, 주식회사업종기타 정보기술 및 컴퓨터운영 관련 서비..",8,-
(주)파인더스,신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 의사당대로 83, 4층 101호",딥러닝,"중소기업, 연구소, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-
(주)파인더스,신입 · 경력 · 정규직,회사내규에 따름,"서울 영등포구 의사당대로 83, 4층 101호",딥러닝,"중소기업, 연구소, 주식회사업종데이터베이스 및 온라인정보 제공업",21,-
(주)아이브,3 ~ 10년 · 정규직,회사내규에 따름,"경기 용인시 수지구 광교중앙로 338, 제에이 721호, 722호",딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",63,-
(주)인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-
(주)인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-
(주)딥브레인에이아이,3 ~ 20년 · 정규직,회사내규에 따름,서울 강남구 역삼로7길 6,딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종데이터베이스 및 온라인정보 제공업",74,-
올거나이즈코리아(주),신입 · 경력 · 정규직,회사내규에 따름,"서울 강남구 테헤란로8길 16, 8층 801호",딥러닝,스타트업업종데이터베이스 및 온라인정보 제공업,36,-
(주)테스트웍스,신입 · 경력 · 정규직,회사내규에 따름,"서울 송파구 백제고분로41길 40, 401호 (송파동,부영빌딩)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",139,-
(주)테스트웍스,신입 · 경력 · 정규직,회사내규에 따름,"서울 송파구 백제고분로41길 40, 401호 (송파동,부영빌딩)",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",139,-
(주)인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-
(주)인터엑스,2 ~ 5년 · 정규직,회사내규에 따름,"울산 중구 종가6길 7, 10층 (우정동,혁신더테라스)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",79,-
(주)폼즈,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 1401호",딥러닝,"중소기업, 주식회사, 연구소업종응용 소프트웨어 개발 및 공급업",6,-
(주)시니스트,3 ~ 20년 · 정규직,회사내규에 따름,"서울 강남구 학동로9길 33 (논현동,시니스트빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",14,-
(주)안티그래비티,3 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 성수이로22길 37, 3층 303씨호",딥러닝,"중소기업, 주식회사업종화장품 제조업",18,-
주식회사 마이너,1 ~ 10년 · 정규직,회사내규에 따름,서울 관악구 신림로 134,딥러닝,-,-,-
(주)워트인텔리전스,2 ~ 10년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 507, 6층",딥러닝,"중소기업, 사단법인, 주식회사업종데이터베이스 및 온라인정보 제공업",40,-
(주)토페스,5 ~ 7년 · 정규직,회사내규에 따름,경기 남양주시 화도읍 녹촌로106번길 31,딥러닝,"외부감사법인, 주식회사, 병역특례 인증..업종방송장비 제조업",136,-
(주)고스트패스,3 ~ 10년 · 정규직,회사내규에 따름,서울 종로구 경희궁길 15,딥러닝,"중소기업, 스타트업, 주식회사업종피자, 햄버거, 샌드위치 및 유사 음식점업",110,"142억 8,858만"
(주)피처링,2 ~ 10년 · 정규직,회사내규에 따름,"인천 연수구 송도문화로 119, B동 1002호 (송도동,인천글로벌캠퍼스)",딥러닝,"스타트업, 주식회사업종컴퓨터 프로그래밍 서비스업",20,-
쿠팡(주),10 ~ 20년 · 정규직,회사내규에 따름,"서울 송파구 송파대로 570, 18층",딥러닝,"대기업, 1000대기업, 외부감사법인, 주식..업종전자상거래 소매업",9929,-
쿠팡(주),8 ~ 15년 · 정규직,회사내규에 따름,"서울 송파구 송파대로 570, 18층",딥러닝,"대기업, 1000대기업, 외부감사법인, 주식..업종전자상거래 소매업",9929,-
주식회사 체인위드,신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-
롯데헬스케어(주),2 ~ 9년 · 정규직,회사내규에 따름,서울 송파구 올림픽로 300,딥러닝,"대기업, 주식회사업종전자상거래 소매업",89,-
(주)모핀,5 ~ 7년 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 11층 (공덕동,프론트원)",딥러닝,"중소기업, 주식회사업종컴퓨터 프로그래밍 서비스업",8,-
전능아이티(주),2 ~ 9년 · 정규직,회사내규에 따름,"서울 서초구 효령로53길 21, 2층 905호",딥러닝,"중소기업, 외부감사법인, 병역특례 인증..업종응용 소프트웨어 개발 및 공급업",86,-
(주)제로엑스플로우,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 별관 4층 410호 (공덕동,창업허브)",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,13,-
(주)에듀템,신입 · 경력 · 정규직,회사내규에 따름,경기 김포시 양촌읍 황금로323번길 26,딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종구름베어링 제조업",45,"44억 3,768만"
(주)딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)피에트,4 ~ 10년 · 정규직,회사내규에 따름,서울 강남구 봉은사로44길 1,딥러닝,"중소기업, 주식회사업종전자상거래 소매업",41,-
(주)피처링,1 ~ 10년 · 정규직,회사내규에 따름,"인천 연수구 송도문화로 119, B동 1002호 (송도동,인천글로벌캠퍼스)",딥러닝,"스타트업, 주식회사업종컴퓨터 프로그래밍 서비스업",20,-
(주)휴런,5 ~ 20년 · 정규직,회사내규에 따름,"서울 영등포구 영등포로 150, C동 10층 (당산동1가,생각공장 당산)",딥러닝,"중소기업, 외부감사법인, 주식회사, 병역..업종응용 소프트웨어 개발 및 공급업",51,-
알피니언메디칼시스템,신입 · 경력 · 정규직,회사내규에 따름,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",딥러닝,"중견기업, 주식회사, 병역특례 인증업체,..업종전기·전자·제어",212,-
알피니언메디칼시스템,2 ~ 15년 · 정규직,회사내규에 따름,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",딥러닝,"중견기업, 주식회사, 병역특례 인증업체,..업종전기·전자·제어",212,-
(주)메이크스타,3 ~ 15년 · 정규직,회사내규에 따름,"서울 강남구 학동로23길 29, 메이크스타",딥러닝,"중소기업, 스타트업, 외국인 투자기업, ..홈페이지",-,-
(주)이몰디노,3 ~ 5년 · 정규직,회사내규에 따름,"서울 중구 한강대로 416, 14층 101호 (남대문로5가,서울스퀘어)",딥러닝,"중소기업, 주식회사홈페이지",-,-
(주)폼즈,신입 · 경력 · 정규직,회사내규에 따름,"서울 마포구 마포대로 122, 1401호",딥러닝,"중소기업, 주식회사, 연구소업종응용 소프트웨어 개발 및 공급업",6,-
(주)노르마,3 ~ 10년 · 정규직,회사내규에 따름,"서울 성동구 아차산로15길 52, 제202,제203호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종응용 소프트웨어 개발 및 공급업",54,-
(주)노르마,신입 · 경력 · 정규직,회사내규에 따름,"서울 성동구 아차산로15길 52, 제202,제203호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체,..업종응용 소프트웨어 개발 및 공급업",54,-
주식회사 체인위드,신입 · 경력 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-
주식회사 체인위드,2 ~ 15년 · 정규직,회사내규에 따름,서울 강남구 논현로102길 48(역삼동),딥러닝,-,-,-
(주)펀진,3 ~ 7년 · 정규직,회사내규에 따름,"서울 성동구 연무장5가길 7, 이스트동 13층 (성수동2가,현대테라스타워)",딥러닝,"중소기업, 스타트업, 주식회사, 수출입 ..업종컴퓨터시스템 통합 자문 및 구축 서비스업",64,-
(주)휴가중,3 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 본관 8층 801호 (공덕동,서울창업허브 공덕)",딥러닝,중소기업업종여행사업,10,-
(주)휴가중,3 ~ 10년 · 정규직,회사내규에 따름,"서울 마포구 백범로31길 21, 본관 8층 801호 (공덕동,서울창업허브 공덕)",딥러닝,중소기업업종여행사업,10,-
(주)카비,3 ~ 10년 · 정규직,회사내규에 따름,"서울 금천구 벚꽃로 244, 301호",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",23,-
(주)로드텍,4 ~ 20년 · 정규직,회사내규에 따름,"경기 안산시 상록구 해안로 705, 503호, 504호, 505호, 506호, 507호 (사동,경기테크노파크알아이티센터)",딥러닝,"중소기업, 주식회사업종건물 및 토목 엔지니어링 서비스업",37,-
(주)큐로드,5 ~ 10년 · 정규직,회사내규에 따름,"서울 영등포구 국회대로70길 18, 5층, 6층",딥러닝,중소기업,261,-
(주)더블유지에스,신입 · 경력 · 정규직,회사내규에 따름,"경기 수원시 장안구 서부로 2066, 산학협력센터 85508호 (천천동,성균관대학교)",딥러닝,"중소기업, 주식회사, 수출입 기업업종반도체 제조용 기계 제조업",18,-
(주)더리얼마케팅,3 ~ 7년 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만
(주)바틀,3 ~ 10년 · 정규직,회사내규에 따름,"경기 성남시 수정구 대왕판교로 815, 기업지원허브 창업존 824호",딥러닝,중소기업업종컴퓨터 프로그래밍 서비스업,8,-
올거나이즈코리아(주),3 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로8길 16, 8층 801호",딥러닝,스타트업업종데이터베이스 및 온라인정보 제공업,36,-
(주)티오이십일콤즈,5 ~ 10년 · 정규직,회사내규에 따름,"서울 구로구 디지털로 271, 7층 708호",딥러닝,"중소기업, 연구소, 주식회사, 수출입 기업업종기타 무선 통신장비 제조업",17,-
(주)에이아이비즈,3 ~ 10년 · 정규직,회사내규에 따름,"서울 동작구 상도로 369, 벤처중소기업센터 211호 (상도동,숭실대학교)",딥러닝,중소기업업종시스템 소프트웨어 개발 및 공급업,11,-
(주)로코모션뷰,3 ~ 20년 · 정규직,회사내규에 따름,"서울 동대문구 청계천로 489, 9층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,18,14억 560만
텔콤씨앤에스(주),3 ~ 7년 · 정규직,회사내규에 따름,서울 관악구 남부순환로 2004,딥러닝,"중소기업, 주식회사, 수출입 기업업종전기용 기계ㆍ장비 및 관련 기자재 도매업",33,-
다임리서치(주),5 ~ 10년 · 정규직,회사내규에 따름,대전 유성구 대학로 99,딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",39,-
(주)딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)딥엑스,3 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)딥엑스,5 ~ 20년 · 정규직,회사내규에 따름,"경기 성남시 분당구 판교역로 230, 비동 제4층 제408-5호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종기타 공학 연구개발업",38,-
(주)에이젠글로벌,3 ~ 5년 · 정규직,회사내규에 따름,"서울 영등포구 은행로 30, 8층 801호 (여의도동,중소기업중앙회)",딥러닝,중소기업업종컴퓨터시스템 통합 자문 및 구축 서비스업,40,-
(주)빗썸코리아,3 ~ 7년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로 124, 15층, 16층",딥러닝,"중소기업, 주식회사업종전자상거래 소매업",256,"1,446억 1,218만"
(주)안티그래비티,3 ~ 20년 · 정규직,회사내규에 따름,"서울 성동구 성수이로22길 37, 3층 303씨호",딥러닝,"중소기업, 주식회사업종화장품 제조업",18,-
주식회사 마이너,신입 · 경력 · 정규직,회사내규에 따름,서울 관악구 신림로 134,딥러닝,-,-,-
주식회사 마이너,1 ~ 5년 · 정규직,회사내규에 따름,서울 관악구 신림로 134,딥러닝,-,-,-
(주)피어테크,3 ~ 8년 · 정규직,회사내규에 따름,"서울 강남구 봉은사로112길 6, 3층",딥러닝,중소기업업종응용 소프트웨어 개발 및 공급업,22,-
(주)에이젠글로벌,3 ~ 5년 · 정규직,회사내규에 따름,"서울 영등포구 은행로 30, 8층 801호 (여의도동,중소기업중앙회)",딥러닝,중소기업업종컴퓨터시스템 통합 자문 및 구축 서비스업,40,-
(주)아이트럭,5 ~ 10년 · 정규직,회사내규에 따름,강원 인제군 기린면 조침령로 1235-24,딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",17,-
