기업이름,고용형태,연봉,기업주소,키워드,기업형태,사원수,매출액,인덱스
데이타이음,신입 · 경력 · 정규직,면접 후 결정,"세종 남세종로 446, 504호",딥러닝,"중소기업, 연구소, 주식회사업종시스템 소프트웨어 개발 및 공급업",41,-,754
서울대학교병원,경력(년수무관) · 계약직,면접 후 결정,서울 종로구 대학로 101,딥러닝,"기타, 공사/공기업업종종합 병원",749,-,755
데이터뱅크,경력 5년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로86길 12, 2층 (대치동,디케이오케이빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",23,-,756
데이터뱅크,경력 2년↑ · 정규직,면접 후 결정,"서울 강남구 테헤란로86길 12, 2층 (대치동,디케이오케이빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",23,-,757
부산대학교 지능물류빅데이터연구소,신입 · 정규직,면접 후 결정,"부산 금정구 부산대학로63번길 2-1, 408호",딥러닝,"기타, 연구소업종기타 인문 및 사회과학 연구개발업",16,-,758
스트라드비젼(STRADVISION),5 ~ 13년 · 정규직,면접 후 결정,서울 종로구 경희궁길 15,딥러닝,"중소기업, 스타트업, 주식회사업종피자, 햄버거, 샌드위치 및 유사 음식점업",110,"142억 8,858만",759
넥스트칩,경력 5년↑ · 정규직 외,면접 후 결정,"경기 성남시 분당구 판교역로 230, B동 10층 (삼평동,삼환하이펙스)",딥러닝,"코스닥, 중소기업, 주식회사, 병역특례 ..업종비메모리용 및 기타 전자집적회로 제조업설립일",-,-,760
넥슨,경력무관 · 정규직,면접 후 결정,경기 성남시 분당구 판교로256번길 7,딥러닝,"대기업, 1000대기업, 외국인 투자기업, ..업종유선 온라인 게임 소프트웨어 개발 및 공..",2154,"9,313억 1,815만",761
제이피플 주식회사,경력무관 · 정규직,면접 후 결정,서울 금천구 서부샛길 606 대성디폴리스지식산업센터,딥러닝,중소기업업종솔루션·SI·ERP·CRM설립일,-,-,762
브릴스,경력 3년↑ · 정규직,면접 후 결정,인천 중구 축항대로296번길 56-22,딥러닝,"중소기업, 주식회사, 수출입 기업업종배전반 및 전기 자동제어반 제조업",42,-,763
뷰브레인헬스케어,신입 · 경력 · 정규직,면접 후 결정,"서울 강남구 선릉로125길 8, 2층 201호 (논현동,유진빌딩)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",13,-,764
메디인테크,경력무관 · 정규직,면접 후 결정,"서울 종로구 대학로 60, 1층, 2층, 3층, 옥탑 (연건동,동마루빌딩)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종그 외 기타 의료용 기기 제조업",25,-,765
주식회사 프롬나드에이아이,경력무관 · 정규직,면접 후 결정,대구 달성군 유가읍 현풍로47길 86-2,딥러닝,"중소기업, 주식회사업종솔루션·SI·ERP·CRM설립일",-,-,766
에이치아이티에스,경력무관 · 정규직,면접 후 결정,"경기 부천시 부일로809번길 81, 4층",딥러닝,"중소기업, 스타트업, 외부감사법인, 수출..업종물질 검사, 측정 및 분석기구 제조업",52,-,767
서울대학교병원,신입 · 경력 · 계약직 외,면접 후 결정,서울 종로구 대학로 101,딥러닝,"기타, 공사/공기업업종종합 병원",749,-,768
에이치아이티에스,경력무관 · 정규직,면접 후 결정,"경기 부천시 부일로809번길 81, 4층",딥러닝,"중소기업, 스타트업, 외부감사법인, 수출..업종물질 검사, 측정 및 분석기구 제조업",52,-,769
케이유융합소프트웨어연구센터,경력무관 · 병역특례,면접 후 결정,"서울 성북구 안암로 145, 애기능생활관 108호",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",13,-,770
서율컨설팅,경력 2년↑ · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만",771
딥퓨전에이아이,경력무관 · 정규직,면접 후 결정,"서울 구로구 디지털로33길 48, 305동 125호 (구로동,대륭포스트타워7차)",딥러닝,"중소기업, 수출입 기업업종전자상거래 소매업설립일",-,-,772
스트라드비젼(STRADVISION),3 ~ 10년 · 정규직,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만",773
주식회사 테코,신입 · 경력 · 정규직 외,면접 후 결정,경북 구미시 흥안로 63,딥러닝,-,-,-,774
데이터마케팅코리아,경력무관 · 정규직,면접 후 결정,"서울 강남구 선릉로 602, 8층-9층 (삼성동,삼릉빌딩)",딥러닝,"중소기업, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업설립일",-,-,775
넥슨,경력(년수무관) · 정규직,면접 후 결정,경기 성남시 분당구 판교로256번길 7,딥러닝,"대기업, 1000대기업, 외국인 투자기업, ..업종유선 온라인 게임 소프트웨어 개발 및 공..",2154,"9,313억 1,815만",776
하이텍앤솔,신입 · 경력 · 정규직,면접 후 결정,"서울 송파구 새말로 109, 3층",딥러닝,"중소기업, 외부감사법인, 주식회사업종전기용 기계ㆍ장비 및 관련 기자재 도매업",95,-,777
캔탑스,신입 · 경력 · 정규직 외,면접 후 결정,"경기 수원시 영통구 덕영대로1556번길 16, 에이1002호,1003호,1004호,1005호,1006호,1007호,1008호",딥러닝,중소기업업종산업처리공정 제어장비 제조업,94,-,778
엔피씨,신입 · 경력 · 정규직,면접 후 결정,경기 안산시 단원구 해안로 289,딥러닝,"코스피, 중견기업, 외부감사법인, 주식회..업종포장용 플라스틱 성형용기 제조업",238,"4,869억 215만",779
비젼인,경력무관 · 정규직,면접 후 결정,"서울 금천구 디지털로 121, 704호 (가산동,에이스가산타워)",딥러닝,"중소기업, 주식회사, 병역특례 인증업체업종응용 소프트웨어 개발 및 공급업",26,7억 483만,780
디윅스,3 ~ 7년 · 정규직,회사내규에 따름,"서울 강남구 선릉로94길 12, 7층 (삼성동,세웅타워)",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",25,-,781
브레인즈컴퍼니,5 ~ 10년 · 정규직,회사내규에 따름,"서울 성동구 성수이로 87, 8층 (성수동2가,성문빌딩)",딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",105,-,782
쥬비스다이어트,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 삼성로 434, 지하2층,3층,14층,15층",딥러닝,중소기업업종체형 등 기타 신체관리 서비스업,342,-,783
더블유컨셉코리아,3 ~ 6년 · 정규직,면접 후 결정,"서울 강남구 테헤란로 231, 이스트 20층",딥러닝,"대기업, 주식회사업종전자상거래 소매업",281,-,784
크래프트테크놀로지스,4 ~ 8년 · 정규직,면접 후 결정,"서울 영등포구 국제금융로 10, 30층",딥러닝,"중소기업, 스타트업, 주식회사, 병역특례..업종응용 소프트웨어 개발 및 공급업",75,-,785
그린파워,신입 · 경력 · 정규직 외,회사내규에 따름,"경기 화성시 동탄첨단산업1로 27, 에이동 35층, 36층",딥러닝,"중소기업, 주식회사, 외부감사법인, 병역..업종기타 전기 변환장치 제조업",336,-,786
디플래닉스,8 ~ 12년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-,787
디플래닉스,4 ~ 6년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-,788
마루온,경력 15년↑ · 정규직,"연봉 8,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있",충북 청주시 청원구 오창읍 두릉유리로 1247,딥러닝,"중소기업, 스타트업, 외국인 투자기업, ..업종전동기 및 발전기 제조업",19,-,789
야놀자,5 ~ 10년 · 정규직,회사내규에 따름,"서울 강남구 테헤란로108길 42 (대치동,엠디엠타워)",딥러닝,"중견기업, 스타트업, 외부감사법인, 주식..업종데이터베이스 및 온라인정보 제공업",976,-,790
이글루코퍼레이션,3 ~ 10년 · 정규직,회사내규에 따름,"서울 송파구 정의로8길 7 (문정동,한스빌딩)",딥러닝,"코스닥, 외부감사법인, 연구소, 주식회사..업종그 외 기타 정보 서비스업",804,"817억 2,731만",791
디플래닉스,3 ~ 5년 · 정규직,회사내규에 따름,"서울 서초구 강남대로 465, 4층",딥러닝,"중견기업, 외부감사법인, 주식회사업종자료 처리업",25,-,792
동성인재개발교육원,경력무관 · 교육생,면접 후 결정,"부산 부산진구 중앙대로 668, 6층",딥러닝,"중소기업, 학교/교육기관업종기타 기술 및 직업훈련학원홈페이지",-,-,793
미스터픽,경력무관 · 정규직 외,면접 후 결정,"서울 강남구 테헤란로 447, 16층 (삼성동,케이비우준타워)",딥러닝,"중소기업, 스타트업, 주식회사업종시스템 소프트웨어 개발 및 공급업",31,-,794
엑스큐어넷,2 ~ 15년 · 정규직,면접 후 결정,서울 은평구 가좌로 276,딥러닝,"중소기업, 주식회사업종시스템 소프트웨어 개발 및 공급업",51,-,795
한국아이티전문학원,경력 4년↑ · 정규직,면접 후 결정,"충북 청주시 상당구 사직대로361번길 158-10, 7층 701호,8층 801호",딥러닝,"중소기업, 주식회사업종컴퓨터 학원",4,-,796
세라에스,2 ~ 5년 · 정규직,"연봉 6,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있",-,딥러닝,"중소기업, 재단법인, 연구소, 주식회사홈페이지",-,-,797
한국해양벤처투자,경력무관 · 정규직 외,면접 후 결정,"부산 동구 자성로141번길 11, 603호",딥러닝,중소기업업종경영 컨설팅업,3,-,798
한국해양벤처투자,경력무관 · 정규직 외,면접 후 결정,"부산 동구 자성로141번길 11, 603호",딥러닝,중소기업업종경영 컨설팅업,3,-,799
행복쇼핑,경력 3년↑ · 정규직,면접 후 결정,"서울 양천구 목동동로 293, 20층 2002호, 2003호 (목동,현대41타워)",딥러닝,"중소기업, 연구소, 주식회사업종컴퓨터시스템 통합 자문 및 구축 서비스업",14,-,800
보스반도체,경력 5년↑ · 정규직,면접 후 결정,"경기 성남시 분당구 판교로255번길 24, 3층",딥러닝,중소기업업종비메모리용 및 기타 전자집적회로 제조업,61,-,801
숭실대학교산학협력단,경력(년수무관) · 전임,"연봉 4,000 만원 (주 40시간)근무형태상세보기상세근무 시간 주 40시간 기준 최저임금은 24,728,880원 입니다. (단, 이는 연장,야간,휴일 수당이 제외된 금액일 수 있",서울 동작구 상도로 369,딥러닝,"기타, 학교/교육기관업종기타 전문 서비스업",157,-,802
크리에이츠,3 ~ 10년 · 정규직,면접 후 결정,"경기 수원시 영통구 덕영대로1556번길 16, A동 407호",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종그 외 기타 달리 분류되지 않은 제품 제..",112,-,803
메디컬아이피,신입 · 경력 · 정규직 외,면접 후 결정,"강원 춘천시 강원대학길 1, 보듬관 1204호 (효자동,강원대학교)",딥러닝,"중소기업, 연구소, 주식회사, 병역특례 ..업종시스템 소프트웨어 개발 및 공급업",95,-,804
미래전파공학연구소,신입 · 경력 · 정규직,면접 후 결정,"서울 종로구 새문안로 69, 701호 (신문로1가,구세군회관)",딥러닝,"중소기업, 연구소, 주식회사업종전기ㆍ전자공학 연구개발업",20,"19억 5,453만",805
윈텍오토메이션,경력무관 · 정규직,면접 후 결정,경기 수원시 영통구 영통로200번길 71,딥러닝,"중소기업, 병역특례 인증업체, 수출입 기업업종금속 주조 및 기타 야금용 기계 제조업",73,141억,806
씨인사이드,신입 · 경력 · 정규직,면접 후 결정,"인천 남동구 호구포로 194, 508호, 509호, 510호, 511호, 512호 (고잔동,마크원 복합비즈센터 지식산)",딥러닝,"중소기업, 주식회사업종반도체 제조용 기계 제조업",22,-,807
펄송,2 ~ 9년 · 정규직,회사내규에 따름,"대전 서구 계백로 1161, 404호 (도안동,유니온빌딩)",딥러닝,"중소기업, 외부감사법인, 연구소, 주식회..업종기타 기계ㆍ장비 조립용 플라스틱 제품 ..",17,-,808
비전인스,신입 · 경력 · 정규직 외,면접 후 결정,"경기 화성시 동탄첨단산업1로 27, B동 3322호",딥러닝,"중소기업, 주식회사업종응용 소프트웨어 개발 및 공급업",7,-,809
엔티엘헬스케어,신입 · 경력 · 정규직 외,면접 후 결정,"경기 성남시 수정구 금토로80번길 11, 1409호, 1410호, 1411호",딥러닝,"중소기업, 연구소, 주식회사업종응용 소프트웨어 개발 및 공급업",23,"23억 2,655만",810
트윔,경력 3년↑ · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만",811
트윔,신입 · 경력 · 정규직,면접 후 결정,경기 화성시 삼성1로4길 7-4,딥러닝,"코스닥, 중소기업, 스타트업, 외부감사법..업종응용 소프트웨어 개발 및 공급업",150,"182억 5,956만",812
